anio,region,sector_principal_region,sector_principal_huelgas,sector_principal_trabajadores,sector_principal_horas,huelgas_region_total,trabajadores_region_total,horas_region_total,participacion_sector_principal_huelgas
2012,tacna,mineria,1.0,484.0,7736.0,1.0,686.0,16874.0,1.0
2012,talara,salud_social,0.0,30.0,480.0,0.0,30.0,480.0,
2012,tarapoto,adm_publica,0.0,59.0,472.0,0.0,111.0,2168.0,
2012,tarma,transporte,0.0,2.0,112.0,0.0,2.0,112.0,
2012,tocache,adm_publica,0.0,10.0,80.0,0.0,10.0,80.0,
2012,trujillo,manufactura,2.0,1972.0,53696.0,5.0,2705.0,84342.0,0.4
2012,tumbes,salud_social,0.0,55.0,6252.0,0.0,122.0,8276.0,
2012,yurimaguas,salud_social,0.0,12.0,192.0,0.0,12.0,192.0,
2013,abancay,salud_social,0.0,12.0,1368.0,0.0,24.0,1480.0,
2013,arequipa,manufactura,7.0,426.0,84888.0,12.0,1918.0,221718.0,0.5833333333333334
2013,ayacucho,mineria,1.0,120.0,5760.0,1.0,175.0,6952.0,1.0
2013,cajamarca,adm_publica,1.0,0.0,112.0,1.0,0.0,1120.0,1.0
2013,callao,transporte,6.0,640.0,12928.0,8.0,821.0,21974.0,0.75
2013,camana,mineria,1.0,347.0,24984.0,1.0,347.0,24984.0,1.0
2013,canete,mineria,1.0,620.0,24800.0,1.0,627.0,25598.0,1.0
2013,cerro_de_pasco,mineria,6.0,1177.0,79394.0,6.0,1177.0,79538.0,1.0
2013,chachapoyas,salud_social,0.0,14.0,1596.0,0.0,14.0,1596.0,
2013,chanka_andahuaylas,transporte,0.0,1.0,24.0,0.0,1.0,24.0,
2013,chiclayo,manufactura,3.0,1446.0,20528.0,5.0,1666.0,28632.0,0.6
2013,chimbote,mineria,2.0,99.0,8736.0,2.0,293.0,13902.0,1.0
2013,chincha,adm_publica,0.0,2.0,64.0,0.0,2.0,64.0,
2013,cusco,construccion,1.0,420.0,10080.0,2.0,604.0,17764.0,0.5
2013,huacho,mineria,6.0,4750.0,310920.0,6.0,4750.0,311032.0,1.0
2013,huancavelica,mineria,2.0,1335.0,186760.0,2.0,1335.0,186760.0,1.0
2013,huancayo,salud_social,0.0,65.0,780.0,0.0,106.0,5692.0,
2013,huanuco,mineria,1.0,206.0,70864.0,1.0,214.0,71810.0,1.0
2013,ica,mineria,3.0,903.0,164704.0,3.0,1106.0,170774.0,1.0
2013,ilo,transporte,0.0,3.0,72.0,0.0,5.0,136.0,
2013,juliaca,ensenanza,0.0,10.0,720.0,0.0,10.0,720.0,
2013,la_oroya,manufactura,1.0,898.0,14368.0,2.0,1114.0,21362.0,0.5
2013,lima_metropolitana,manufactura,9.0,1422.0,60608.0,24.0,5730.0,197042.0,0.375
2013,moquegua,financiero,0.0,7.0,168.0,0.0,13.0,852.0,
2013,paita,transporte,0.0,3.0,72.0,0.0,3.0,72.0,
2013,pisco,manufactura,1.0,0.0,44880.0,1.0,0.0,45280.0,1.0
2013,piura,financiero,0.0,27.0,648.0,0.0,51.0,1496.0,
2013,pucallpa,adm_publica,0.0,9.0,240.0,0.0,9.0,240.0,
2013,puerto_maldonado,adm_publica,0.0,0.0,0.0,0.0,0.0,892.0,
2013,puno,mineria,1.0,0.0,4728.0,1.0,0.0,6170.0,1.0
2013,sullana,manufactura,0.0,24.0,3264.0,0.0,24.0,3440.0,
2013,tacna,mineria,2.0,429.0,4360.0,2.0,515.0,8082.0,1.0
2013,talara,mineria,2.0,238.0,6888.0,2.0,254.0,7248.0,1.0
2013,tarapoto,salud_social,0.0,33.0,396.0,0.0,50.0,1332.0,
2013,tocache,agricultura,1.0,205.0,6560.0,2.0,272.0,8704.0,0.5
2013,trujillo,manufactura,4.0,1864.0,31096.0,9.0,3074.0,78648.0,0.4444444444444444
2013,tumbes,transporte,0.0,3.0,72.0,0.0,3.0,72.0,
2014,ancash,mineria,2.0,3306.0,359896.0,6.0,4501.0,523006.0,0.3333333333333333
2014,arequipa,mineria,4.0,1425.0,93560.0,8.0,4988.0,370064.0,0.5
2014,callao,adm_publica,3.0,958.0,100304.0,3.0,1155.0,131708.0,1.0
2014,cusco,mineria,1.0,1200.0,19200.0,1.0,1660.0,26560.0,1.0
2014,huancavelica,mineria,2.0,1383.0,149536.0,2.0,1383.0,149536.0,1.0
2014,huanuco,mineria,6.0,1288.0,79376.0,6.0,1381.0,101192.0,1.0
2014,ica,mineria,3.0,2252.0,169864.0,5.0,2549.0,200460.0,0.6
2014,junin,mineria,6.0,763.0,98216.0,8.0,2128.0,174472.0,0.75
2014,la_libertad,manufactura,2.0,2667.0,32240.0,2.0,3314.0,186316.0,1.0
2014,lambayeque,electricidad_agua,1.0,377.0,6032.0,2.0,1783.0,144664.0,0.5
2014,lima_metropolitana,manufactura,22.0,2794.0,274400.0,43.0,10971.0,828640.0,0.5116279069767442
2014,lima_provincia,mineria,4.0,2791.0,191200.0,5.0,2969.0,196716.0,0.8
2014,moquegua,adm_publica,0.0,79.0,1264.0,0.0,94.0,3244.0,
2014,pasco,mineria,2.0,0.0,4512.0,2.0,0.0,5840.0,1.0
2014,piura,mineria,2.0,199.0,4704.0,2.0,213.0,6552.0,1.0
2014,puno,adm_publica,0.0,120.0,1920.0,0.0,120.0,1920.0,
2014,san_martin,adm_publica,0.0,140.0,23584.0,0.0,173.0,30640.0,
2014,tacna,adm_publica,0.0,259.0,31984.0,0.0,441.0,71488.0,
2015,arequipa,mineria,1.0,160.0,3840.0,1.0,160.0,3840.0,1.0
2015,callao,transporte,1.0,600.0,96000.0,1.0,602.0,96016.0,1.0
2015,cusco,electricidad_agua,1.0,51.0,408.0,1.0,51.0,408.0,1.0
2015,huancavelica,mineria,1.0,683.0,32784.0,1.0,683.0,32784.0,1.0
2015,huanuco,mineria,0.0,530.0,29680.0,0.0,889.0,35424.0,
2015,ica,mineria,5.0,2344.0,227920.0,5.0,2524.0,230800.0,1.0
2015,la_libertad,mineria,1.0,3000.0,288000.0,1.0,3000.0,288000.0,1.0
2015,lambayeque,manufactura,2.0,943.0,7544.0,4.0,1796.0,26656.0,0.5
2015,lima_metropolitana,manufactura,9.0,0.0,151648.0,23.0,0.0,458744.0,0.391304347826087
2015,lima_provincia,mineria,1.0,2500.0,520000.0,1.0,2500.0,520000.0,1.0
2015,loreto,mineria,0.0,209.0,1672.0,0.0,209.0,1672.0,
2015,piura,adm_publica,2.0,789.0,6312.0,6.0,1265.0,10120.0,0.3333333333333333
2015,puno,mineria,0.0,700.0,39200.0,0.0,700.0,39200.0,
2015,san_martin,adm_publica,1.0,755.0,181200.0,1.0,755.0,181200.0,1.0
2016,amazonas,adm_publica,0.0,212.0,60000.0,0.0,212.0,60000.0,
2016,apurimac,adm_publica,0.0,187.0,49952.0,0.0,187.0,49952.0,
2016,arequipa,mineria,2.0,641.0,46256.0,2.0,641.0,46256.0,1.0
2016,ayacucho,adm_publica,0.0,125.0,32000.0,0.0,125.0,32000.0,
2016,huancavelica,adm_publica,0.0,213.0,54528.0,0.0,213.0,54528.0,
2016,ica,mineria,1.0,840.0,168000.0,1.0,840.0,168000.0,1.0
2016,junin,mineria,7.0,1611.0,127592.0,7.0,1611.0,127592.0,1.0
2016,la_libertad,manufactura,2.0,2372.0,850576.0,4.0,3547.0,1033200.0,0.5
2016,lambayeque,manufactura,3.0,1260.0,141360.0,5.0,2095.0,171240.0,0.6
2016,lima_metropolitana,manufactura,7.0,1689.0,53304.0,17.0,8218.0,980520.0,0.4117647058823529
2016,lima_provincia,mineria,2.0,685.0,6640.0,2.0,685.0,6640.0,1.0
2016,loreto,adm_publica,0.0,314.0,89056.0,0.0,314.0,89056.0,
2016,moquegua,adm_publica,0.0,155.0,39680.0,0.0,155.0,39680.0,
2016,pasco,mineria,1.0,0.0,14544.0,1.0,0.0,30224.0,1.0
2016,piura,adm_publica,1.0,267.0,45072.0,2.0,357.0,46512.0,0.5
2016,tacna,adm_publica,0.0,172.0,43920.0,0.0,172.0,43920.0,
2016,tumbes,adm_publica,0.0,216.0,60576.0,0.0,216.0,60576.0,
2016,ucayali,adm_publica,0.0,158.0,44160.0,0.0,158.0,44160.0,
2017,amazonas,adm_publica,0.0,0.0,5088.0,0.0,0.0,5088.0,
2017,ancash,mineria,1.0,225.0,1800.0,1.0,225.0,1800.0,1.0
2017,apurimac,adm_publica,0.0,0.0,4488.0,0.0,0.0,4488.0,
2017,arequipa,mineria,2.0,1132.0,250752.0,4.0,1310.0,277776.0,0.5
2017,ayacucho,adm_publica,0.0,0.0,3000.0,0.0,0.0,3000.0,
2017,cusco,mineria,2.0,685.0,5480.0,2.0,685.0,5480.0,1.0
2017,huancavelica,mineria,1.0,320.0,20480.0,1.0,320.0,25592.0,1.0
2017,ica,mineria,1.0,930.0,141360.0,2.0,930.0,158216.0,0.5
2017,junin,mineria,2.0,664.0,18592.0,2.0,664.0,18592.0,1.0
2017,la_libertad,transporte,1.0,45.0,1800.0,1.0,45.0,1800.0,1.0
2017,lambayeque,ensenanza,1.0,672.0,5376.0,1.0,672.0,5376.0,1.0
2017,lima_metropolitana,adm_publica,11.0,35024.0,1795274.0,25.0,47950.0,2022846.0,0.44
2017,lima_provincia,mineria,1.0,250.0,16000.0,1.0,250.0,16000.0,1.0
2017,loreto,adm_publica,0.0,0.0,7536.0,0.0,0.0,7536.0,
2017,moquegua,mineria,1.0,0.0,408000.0,1.0,0.0,411720.0,1.0
2017,pasco,mineria,2.0,405.0,21672.0,2.0,405.0,23160.0,1.0
2017,piura,adm_publica,1.0,81.0,4728.0,2.0,105.0,4920.0,0.5
2017,tacna,adm_publica,0.0,0.0,4128.0,0.0,0.0,4128.0,
2017,tumbes,adm_publica,0.0,0.0,5184.0,0.0,0.0,5184.0,
2017,ucayali,adm_publica,0.0,0.0,3792.0,0.0,0.0,3792.0,
2018,ancash,adm_publica,1.0,52.0,832.0,1.0,492.0,3712.0,1.0
2018,arequipa,construccion,2.0,250.0,2000.0,4.0,2862.0,44200.0,0.5
2018,ayacucho,mineria,1.0,200.0,36800.0,1.0,406.0,39272.0,1.0
2018,cajamarca,adm_publica,1.0,31.0,2418.0,1.0,204.0,3654.0,1.0
2018,callao,transporte,1.0,0.0,2080.0,1.0,0.0,10270.0,1.0
2018,cusco,transporte,1.0,60.0,7200.0,1.0,181.0,14348.0,1.0
2018,huancavelica,mineria,1.0,586.0,42192.0,1.0,586.0,42192.0,1.0
2018,huanuco,salud_social,0.0,206.0,1386.0,0.0,206.0,1386.0,
2018,ica,mineria,2.0,1100.0,118480.0,2.0,1154.0,118804.0,1.0
2018,junin,salud_social,0.0,329.0,1974.0,0.0,329.0,1974.0,
2018,la_libertad,adm_publica,1.0,0.0,9920.0,2.0,0.0,38624.0,0.5
2018,lambayeque,adm_publica,3.0,591.0,34104.0,3.0,1115.0,39886.0,1.0
2018,lima_metropolitana,salud_social,7.0,4340.0,32666.0,25.0,8924.0,177162.0,0.28
2018,lima_provincia,mineria,4.0,1325.0,115400.0,5.0,1350.0,115800.0,0.8
2018,loreto,salud_social,0.0,45.0,540.0,0.0,45.0,540.0,
2018,moquegua,salud_social,0.0,64.0,384.0,0.0,64.0,384.0,
2018,pasco,mineria,3.0,669.0,62616.0,3.0,669.0,62616.0,1.0
2018,piura,inmobiliario,1.0,0.0,752.0,1.0,0.0,1892.0,1.0
2018,puno,salud_social,1.0,165.0,990.0,1.0,165.0,990.0,1.0
2018,san_martin,salud_social,0.0,20.0,240.0,0.0,20.0,240.0,
2018,tacna,salud_social,0.0,157.0,1884.0,0.0,157.0,1884.0,
2018,tumbes,adm_publica,1.0,65.0,1040.0,1.0,80.0,1220.0,1.0
2018,ucayali,adm_publica,1.0,193.0,17370.0,1.0,267.0,17814.0,1.0
2019,arequipa,construccion,1.0,200.0,6400.0,2.0,231.0,7888.0,0.5
2019,callao,transporte,1.0,975.0,15600.0,1.0,975.0,15600.0,1.0
2019,cusco,mineria,1.0,177.0,2832.0,1.0,177.0,2832.0,1.0
2019,huancavelica,mineria,1.0,571.0,31976.0,1.0,571.0,31976.0,1.0
2019,ica,mineria,2.0,969.0,119816.0,2.0,969.0,119816.0,1.0
2019,junin,mineria,3.0,0.0,63272.0,3.0,0.0,63272.0,1.0
2019,la_libertad,mineria,1.0,989.0,55384.0,1.0,989.0,55384.0,1.0
2019,lambayeque,adm_publica,14.0,6056.0,71216.0,20.0,10655.0,108880.0,0.7
2019,lima_metropolitana,adm_publica,10.0,79131.0,947416.0,27.0,90315.0,1262168.0,0.37037037037037035
2019,lima_provincia,mineria,4.0,2209.0,341664.0,4.0,2209.0,341664.0,1.0
2019,pasco,mineria,1.0,319.0,15312.0,1.0,319.0,15312.0,1.0
2019,piura,mineria,1.0,0.0,22320.0,1.0,0.0,22320.0,1.0
2019,puno,mineria,1.0,948.0,7584.0,1.0,948.0,7584.0,1.0
2019,tumbes,transporte,1.0,52.0,1664.0,1.0,52.0,1664.0,1.0
2019,ucayali,adm_publica,1.0,150.0,29496.0,1.0,150.0,29496.0,1.0
2020,huanuco,mineria,1.0,187.0,13464.0,1.0,187.0,13464.0,1.0
2020,junin,mineria,2.0,309.0,24400.0,2.0,309.0,24400.0,1.0
2020,lambayeque,adm_publica,2.0,707.0,7816.0,3.0,2567.0,126856.0,0.6666666666666666
2020,lima_metropolitana,adm_publica,5.0,97242.0,3068096.0,12.0,123545.0,3457176.0,0.4166666666666667
2020,lima_provincia,mineria,2.0,878.0,21072.0,2.0,878.0,21072.0,1.0
2020,pasco,mineria,1.0,189.0,4536.0,1.0,189.0,4536.0,1.0
2020,san_martin,adm_publica,1.0,31.0,496.0,1.0,31.0,496.0,1.0
2020,ucayali,salud_social,1.0,162.0,5184.0,1.0,162.0,5184.0,1.0
2021,apurimac,ensenanza,1.0,72.0,36288.0,1.0,72.0,36288.0,1.0
2021,arequipa,mineria,2.0,434.0,62496.0,2.0,434.0,62496.0,1.0
2021,huanuco,mineria,1.0,143.0,13728.0,1.0,143.0,13728.0,1.0
2021,ica,mineria,2.0,1562.0,187440.0,2.0,1562.0,187440.0,1.0
2021,junin,mineria,5.0,1224.0,68824.0,5.0,1224.0,68824.0,1.0
2021,lima_metropolitana,adm_publica,6.0,195289.0,2329512.0,18.0,203333.0,2594288.0,0.3333333333333333
2021,lima_provincia,mineria,2.0,1195.0,23944.0,3.0,1246.0,24760.0,0.6666666666666666
2021,loreto,manufactura,1.0,75.0,6000.0,1.0,75.0,6000.0,1.0
2021,moquegua,adm_publica,1.0,30.0,480.0,1.0,30.0,480.0,1.0
2021,pasco,mineria,2.0,590.0,12064.0,2.0,590.0,12064.0,1.0
2021,tumbes,manufactura,1.0,350.0,5600.0,1.0,350.0,5600.0,1.0
2021,ucayali,manufactura,1.0,83.0,15272.0,1.0,83.0,15272.0,1.0
2022,ancash,adm_publica,2.0,1300.0,59500.0,2.0,1300.0,59500.0,1.0
2022,ica,mineria,2.0,599.0,115312.0,3.0,670.0,142576.0,0.6666666666666666
2022,junin,mineria,3.0,1035.0,94960.0,3.0,1035.0,94960.0,1.0
2022,la_libertad,adm_publica,1.0,141.0,3384.0,2.0,161.0,10584.0,0.5
2022,lima_metropolitana,adm_publica,12.0,21464.0,1027624.0,26.0,24282.0,1758896.0,0.46153846153846156
2022,lima_provincia,mineria,2.0,1168.0,45680.0,2.0,1168.0,45680.0,1.0
2022,loreto,adm_publica,1.0,284.0,6816.0,1.0,284.0,6816.0,1.0
2022,san_martin,transporte,1.0,76.0,1216.0,1.0,76.0,1216.0,1.0
2022,ucayali,electricidad_agua,1.0,169.0,2704.0,1.0,169.0,2704.0,1.0
2023,ancash,salud_social,1.0,38.0,4256.0,1.0,38.0,4256.0,1.0
2023,apurimac,mineria,3.0,1314.0,21024.0,3.0,1314.0,21024.0,1.0
2023,arequipa,adm_publica,1.0,23.0,2944.0,1.0,23.0,2944.0,1.0
2023,ayacucho,adm_publica,1.0,104.0,832.0,1.0,104.0,832.0,1.0
2023,cajamarca,ensenanza,3.0,146.0,28648.0,3.0,146.0,28648.0,1.0
2023,callao,manufactura,1.0,270.0,0.0,1.0,270.0,0.0,1.0
2023,ica,mineria,2.0,1167.0,76849.0,2.0,1167.0,76849.0,1.0
2023,lambayeque,adm_publica,1.0,0.0,3200.0,1.0,0.0,3200.0,1.0
2023,lima_metropolitana,adm_publica,19.0,59954.0,1082904.0,38.0,74320.0,1311672.0,0.5
2023,lima_provincia,adm_publica,1.0,51.0,408.0,2.0,77.0,5192.0,0.5
2023,moquegua,mineria,1.0,160.0,2560.0,1.0,160.0,2560.0,1.0
2023,ucayali,electricidad_agua,1.0,64.0,512.0,1.0,64.0,512.0,1.0
2024,ancash,adm_publica,1.0,110.0,880.0,2.0,126.0,1136.0,0.5
2024,apurimac,adm_publica,1.0,25.0,1200.0,1.0,25.0,1200.0,1.0
2024,arequipa,adm_publica,2.0,147.0,1176.0,2.0,147.0,1176.0,1.0
2024,cajamarca,adm_publica,6.0,2725.0,39032.0,7.0,2775.0,45832.0,0.8571428571428571
2024,ica,mineria,2.0,287.0,15928.0,2.0,287.0,15928.0,1.0
2024,junin,adm_publica,0.0,0.0,0.0,0.0,0.0,8000.0,
2024,lima_metropolitana,adm_publica,21.0,44025.0,1890464.0,42.0,72555.0,2158020.0,0.5
2024,lima_provincia,manufactura,1.0,65.0,6208.0,2.0,122.0,37088.0,0.5
2024,pasco,construccion,2.0,421.0,4912.0,3.0,521.0,8912.0,0.6666666666666666
2024,tumbes,adm_publica,2.0,146.0,18224.0,2.0,146.0,18224.0,1.0
2025,amazonas,adm_publica,1.0,85.0,2040.0,1.0,85.0,2040.0,1.0
2025,apurimac,adm_publica,2.0,35.0,680.0,3.0,235.0,2280.0,0.6666666666666666
2025,arequipa,manufactura,3.0,403.0,5272.0,9.0,1205.0,79336.0,0.3333333333333333
2025,ayacucho,mineria,1.0,400.0,12800.0,1.0,400.0,12800.0,1.0
2025,cusco,adm_publica,2.0,380.0,3040.0,2.0,380.0,3040.0,1.0
2025,ica,adm_publica,0.0,0.0,0.0,0.0,0.0,28136.0,
2025,junin,adm_publica,1.0,0.0,624.0,1.0,0.0,624.0,1.0
2025,la_libertad,electricidad_agua,1.0,535.0,4280.0,1.0,535.0,4280.0,1.0
2025,lima_metropolitana,salud_social,9.0,20787.0,1317426.0,28.0,70690.0,7594426.0,0.32142857142857145
2025,lima_provincia,adm_publica,2.0,54.0,648.0,4.0,322.0,27080.0,0.5
2025,loreto,manufactura,1.0,60.0,9840.0,1.0,60.0,9840.0,1.0
2025,tumbes,ensenanza,3.0,240.0,1920.0,4.0,295.0,14192.0,0.75
2025,ucayali,salud_social,1.0,50.0,300.0,3.0,120.0,3660.0,0.3333333333333333
