anio,hoja_excel,territorio_original,territorio_homologado_fino,territorio_homologado_agregado,nivel_territorial,territorio_padre,regla_territorio,actividad_original,actividad_homologada_fina,actividad_homologada_agregada,regla_actividad,huelgas,trabajadores_comprendidos,horas_hombre_perdidas,total_territorio_huelgas,total_territorio_trabajadores,total_territorio_horas,nota_fuente
2004,C-11,CUSCO,cusco,cusco,regional,cusco,CUSCO -> region homologada cusco en cuadro cruzado antiguo,"ACTIV. INMOB., EMPRESARIALES Y DE ALQUILER",inmobiliario,inmobiliario,actividades inmobiliarias/alquiler -> inmobiliario,0.0,0.0,0.0,,135.0,1464.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,CUSCO,cusco,cusco,regional,cusco,CUSCO -> region homologada cusco en cuadro cruzado antiguo,ADMINISTRA. PUBLICA Y DEFENSA,administra_publica_y_defensa,administra_publica_y_defensa,sin traduccion adicional; se normaliza el texto,0.0,0.0,0.0,,135.0,1464.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,CUSCO,cusco,cusco,regional,cusco,CUSCO -> region homologada cusco en cuadro cruzado antiguo,ENSEÑANZA,ensenanza,ensenanza,ensenanza -> ensenanza,0.0,0.0,0.0,,135.0,1464.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,CUSCO,cusco,cusco,regional,cusco,CUSCO -> region homologada cusco en cuadro cruzado antiguo,SERVICIOS SOCIALES Y DE SALUD,salud_social,salud_social,servicios sociales y de salud -> salud_social,,36.0,288.0,,135.0,1464.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,CUSCO,cusco,cusco,regional,cusco,CUSCO -> region homologada cusco en cuadro cruzado antiguo,"OTRAS ACTIV. DE SERV.COMUNITARIOS, SOCIAL Y PERS.",otros_servicios,otros_servicios,otras actividades de servicios -> otros_servicios,0.0,0.0,0.0,,135.0,1464.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ABANCAY,abancay,abancay,zona,,ABANCAY -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"AGRICULTURA, GANADERIA, CAZA Y SILV.",agricultura,agricultura,agricultura -> agricultura,0.0,0.0,0.0,,3.0,24.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ABANCAY,abancay,abancay,zona,,ABANCAY -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,EXPLOTACION DE MINAS Y CANTERAS,mineria,mineria,minas y canteras -> mineria,0.0,0.0,0.0,,3.0,24.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ABANCAY,abancay,abancay,zona,,ABANCAY -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,INDUSTRIA MANUFACTURERA,manufactura,manufactura,manufacturas -> manufactura,0.0,0.0,0.0,,3.0,24.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ABANCAY,abancay,abancay,zona,,ABANCAY -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA",electricidad_agua,electricidad_agua,electricidad/gas/agua -> electricidad_agua,0.0,0.0,0.0,,3.0,24.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ABANCAY,abancay,abancay,zona,,ABANCAY -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,CONSTRUCCION,construccion,construccion,construccion -> construccion,0.0,0.0,0.0,,3.0,24.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ABANCAY,abancay,abancay,zona,,ABANCAY -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"TRANSPORTE, ALMACENA. Y COMUNIC.",transporte,transporte,transporte/comunicaciones -> transporte,0.0,0.0,0.0,,3.0,24.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ABANCAY,abancay,abancay,zona,,ABANCAY -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"ACTIV. INMOB., EMPRESARIALES Y DE ALQUILER",inmobiliario,inmobiliario,actividades inmobiliarias/alquiler -> inmobiliario,0.0,0.0,0.0,,3.0,24.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ABANCAY,abancay,abancay,zona,,ABANCAY -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,ADMINISTRA. PUBLICA Y DEFENSA,administra_publica_y_defensa,administra_publica_y_defensa,sin traduccion adicional; se normaliza el texto,0.0,0.0,0.0,,3.0,24.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ABANCAY,abancay,abancay,zona,,ABANCAY -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,ENSEÑANZA,ensenanza,ensenanza,ensenanza -> ensenanza,0.0,0.0,0.0,,3.0,24.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ABANCAY,abancay,abancay,zona,,ABANCAY -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,SERVICIOS SOCIALES Y DE SALUD,salud_social,salud_social,servicios sociales y de salud -> salud_social,,3.0,24.0,,3.0,24.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ABANCAY,abancay,abancay,zona,,ABANCAY -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"OTRAS ACTIV. DE SERV.COMUNITARIOS, SOCIAL Y PERS.",otros_servicios,otros_servicios,otras actividades de servicios -> otros_servicios,0.0,0.0,0.0,,3.0,24.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUERTO MALDONADO,puerto_maldonado,puerto_maldonado,zona,,PUERTO MALDONADO -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"AGRICULTURA, GANADERIA, CAZA Y SILV.",agricultura,agricultura,agricultura -> agricultura,0.0,0.0,0.0,,2.0,32.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUERTO MALDONADO,puerto_maldonado,puerto_maldonado,zona,,PUERTO MALDONADO -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,EXPLOTACION DE MINAS Y CANTERAS,mineria,mineria,minas y canteras -> mineria,0.0,0.0,0.0,,2.0,32.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUERTO MALDONADO,puerto_maldonado,puerto_maldonado,zona,,PUERTO MALDONADO -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,INDUSTRIA MANUFACTURERA,manufactura,manufactura,manufacturas -> manufactura,0.0,0.0,0.0,,2.0,32.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUERTO MALDONADO,puerto_maldonado,puerto_maldonado,zona,,PUERTO MALDONADO -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA",electricidad_agua,electricidad_agua,electricidad/gas/agua -> electricidad_agua,0.0,0.0,0.0,,2.0,32.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUERTO MALDONADO,puerto_maldonado,puerto_maldonado,zona,,PUERTO MALDONADO -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,CONSTRUCCION,construccion,construccion,construccion -> construccion,0.0,0.0,0.0,,2.0,32.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUERTO MALDONADO,puerto_maldonado,puerto_maldonado,zona,,PUERTO MALDONADO -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"TRANSPORTE, ALMACENA. Y COMUNIC.",transporte,transporte,transporte/comunicaciones -> transporte,0.0,0.0,0.0,,2.0,32.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUERTO MALDONADO,puerto_maldonado,puerto_maldonado,zona,,PUERTO MALDONADO -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"ACTIV. INMOB., EMPRESARIALES Y DE ALQUILER",inmobiliario,inmobiliario,actividades inmobiliarias/alquiler -> inmobiliario,0.0,0.0,0.0,,2.0,32.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUERTO MALDONADO,puerto_maldonado,puerto_maldonado,zona,,PUERTO MALDONADO -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,ADMINISTRA. PUBLICA Y DEFENSA,administra_publica_y_defensa,administra_publica_y_defensa,sin traduccion adicional; se normaliza el texto,0.0,0.0,0.0,,2.0,32.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUERTO MALDONADO,puerto_maldonado,puerto_maldonado,zona,,PUERTO MALDONADO -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,ENSEÑANZA,ensenanza,ensenanza,ensenanza -> ensenanza,0.0,0.0,0.0,,2.0,32.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUERTO MALDONADO,puerto_maldonado,puerto_maldonado,zona,,PUERTO MALDONADO -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,SERVICIOS SOCIALES Y DE SALUD,salud_social,salud_social,servicios sociales y de salud -> salud_social,,2.0,32.0,,2.0,32.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUERTO MALDONADO,puerto_maldonado,puerto_maldonado,zona,,PUERTO MALDONADO -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"OTRAS ACTIV. DE SERV.COMUNITARIOS, SOCIAL Y PERS.",otros_servicios,otros_servicios,otras actividades de servicios -> otros_servicios,0.0,0.0,0.0,,2.0,32.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUNO,puno,puno,regional,puno,PUNO -> region homologada puno en cuadro cruzado antiguo,"AGRICULTURA, GANADERIA, CAZA Y SILV.",agricultura,agricultura,agricultura -> agricultura,0.0,0.0,0.0,,7.0,64.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUNO,puno,puno,regional,puno,PUNO -> region homologada puno en cuadro cruzado antiguo,EXPLOTACION DE MINAS Y CANTERAS,mineria,mineria,minas y canteras -> mineria,0.0,0.0,0.0,,7.0,64.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUNO,puno,puno,regional,puno,PUNO -> region homologada puno en cuadro cruzado antiguo,INDUSTRIA MANUFACTURERA,manufactura,manufactura,manufacturas -> manufactura,0.0,0.0,0.0,,7.0,64.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUNO,puno,puno,regional,puno,PUNO -> region homologada puno en cuadro cruzado antiguo,"SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA",electricidad_agua,electricidad_agua,electricidad/gas/agua -> electricidad_agua,0.0,0.0,0.0,,7.0,64.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUNO,puno,puno,regional,puno,PUNO -> region homologada puno en cuadro cruzado antiguo,CONSTRUCCION,construccion,construccion,construccion -> construccion,0.0,0.0,0.0,,7.0,64.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUNO,puno,puno,regional,puno,PUNO -> region homologada puno en cuadro cruzado antiguo,"TRANSPORTE, ALMACENA. Y COMUNIC.",transporte,transporte,transporte/comunicaciones -> transporte,,1.0,16.0,,7.0,64.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUNO,puno,puno,regional,puno,PUNO -> region homologada puno en cuadro cruzado antiguo,"ACTIV. INMOB., EMPRESARIALES Y DE ALQUILER",inmobiliario,inmobiliario,actividades inmobiliarias/alquiler -> inmobiliario,0.0,0.0,0.0,,7.0,64.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUNO,puno,puno,regional,puno,PUNO -> region homologada puno en cuadro cruzado antiguo,ADMINISTRA. PUBLICA Y DEFENSA,administra_publica_y_defensa,administra_publica_y_defensa,sin traduccion adicional; se normaliza el texto,0.0,0.0,0.0,,7.0,64.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUNO,puno,puno,regional,puno,PUNO -> region homologada puno en cuadro cruzado antiguo,ENSEÑANZA,ensenanza,ensenanza,ensenanza -> ensenanza,0.0,0.0,0.0,,7.0,64.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUNO,puno,puno,regional,puno,PUNO -> region homologada puno en cuadro cruzado antiguo,SERVICIOS SOCIALES Y DE SALUD,salud_social,salud_social,servicios sociales y de salud -> salud_social,,6.0,48.0,,7.0,64.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,PUNO,puno,puno,regional,puno,PUNO -> region homologada puno en cuadro cruzado antiguo,"OTRAS ACTIV. DE SERV.COMUNITARIOS, SOCIAL Y PERS.",otros_servicios,otros_servicios,otras actividades de servicios -> otros_servicios,0.0,0.0,0.0,,7.0,64.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,MOQUEGUA,moquegua,moquegua,regional,moquegua,MOQUEGUA -> region homologada moquegua en cuadro cruzado antiguo,"AGRICULTURA, GANADERIA, CAZA Y SILV.",agricultura,agricultura,agricultura -> agricultura,0.0,0.0,0.0,2.0,872.0,13920.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,MOQUEGUA,moquegua,moquegua,regional,moquegua,MOQUEGUA -> region homologada moquegua en cuadro cruzado antiguo,EXPLOTACION DE MINAS Y CANTERAS,mineria,mineria,minas y canteras -> mineria,2.0,867.0,13880.0,2.0,872.0,13920.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,MOQUEGUA,moquegua,moquegua,regional,moquegua,MOQUEGUA -> region homologada moquegua en cuadro cruzado antiguo,INDUSTRIA MANUFACTURERA,manufactura,manufactura,manufacturas -> manufactura,0.0,0.0,0.0,2.0,872.0,13920.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,MOQUEGUA,moquegua,moquegua,regional,moquegua,MOQUEGUA -> region homologada moquegua en cuadro cruzado antiguo,"SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA",electricidad_agua,electricidad_agua,electricidad/gas/agua -> electricidad_agua,0.0,0.0,0.0,2.0,872.0,13920.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,MOQUEGUA,moquegua,moquegua,regional,moquegua,MOQUEGUA -> region homologada moquegua en cuadro cruzado antiguo,CONSTRUCCION,construccion,construccion,construccion -> construccion,0.0,0.0,0.0,2.0,872.0,13920.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,MOQUEGUA,moquegua,moquegua,regional,moquegua,MOQUEGUA -> region homologada moquegua en cuadro cruzado antiguo,"TRANSPORTE, ALMACENA. Y COMUNIC.",transporte,transporte,transporte/comunicaciones -> transporte,0.0,0.0,0.0,2.0,872.0,13920.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,MOQUEGUA,moquegua,moquegua,regional,moquegua,MOQUEGUA -> region homologada moquegua en cuadro cruzado antiguo,"ACTIV. INMOB., EMPRESARIALES Y DE ALQUILER",inmobiliario,inmobiliario,actividades inmobiliarias/alquiler -> inmobiliario,0.0,0.0,0.0,2.0,872.0,13920.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,MOQUEGUA,moquegua,moquegua,regional,moquegua,MOQUEGUA -> region homologada moquegua en cuadro cruzado antiguo,ADMINISTRA. PUBLICA Y DEFENSA,administra_publica_y_defensa,administra_publica_y_defensa,sin traduccion adicional; se normaliza el texto,0.0,0.0,0.0,2.0,872.0,13920.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,MOQUEGUA,moquegua,moquegua,regional,moquegua,MOQUEGUA -> region homologada moquegua en cuadro cruzado antiguo,ENSEÑANZA,ensenanza,ensenanza,ensenanza -> ensenanza,0.0,0.0,0.0,2.0,872.0,13920.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,MOQUEGUA,moquegua,moquegua,regional,moquegua,MOQUEGUA -> region homologada moquegua en cuadro cruzado antiguo,SERVICIOS SOCIALES Y DE SALUD,salud_social,salud_social,servicios sociales y de salud -> salud_social,,5.0,40.0,2.0,872.0,13920.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,MOQUEGUA,moquegua,moquegua,regional,moquegua,MOQUEGUA -> region homologada moquegua en cuadro cruzado antiguo,"OTRAS ACTIV. DE SERV.COMUNITARIOS, SOCIAL Y PERS.",otros_servicios,otros_servicios,otras actividades de servicios -> otros_servicios,0.0,0.0,0.0,2.0,872.0,13920.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,TACNA,tacna,tacna,regional,tacna,TACNA -> region homologada tacna en cuadro cruzado antiguo,"AGRICULTURA, GANADERIA, CAZA Y SILV.",agricultura,agricultura,agricultura -> agricultura,0.0,0.0,0.0,3.0,749.0,8584.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,TACNA,tacna,tacna,regional,tacna,TACNA -> region homologada tacna en cuadro cruzado antiguo,EXPLOTACION DE MINAS Y CANTERAS,mineria,mineria,minas y canteras -> mineria,2.0,671.0,7960.0,3.0,749.0,8584.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,TACNA,tacna,tacna,regional,tacna,TACNA -> region homologada tacna en cuadro cruzado antiguo,INDUSTRIA MANUFACTURERA,manufactura,manufactura,manufacturas -> manufactura,0.0,0.0,0.0,3.0,749.0,8584.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,TACNA,tacna,tacna,regional,tacna,TACNA -> region homologada tacna en cuadro cruzado antiguo,"SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA",electricidad_agua,electricidad_agua,electricidad/gas/agua -> electricidad_agua,0.0,0.0,0.0,3.0,749.0,8584.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,TACNA,tacna,tacna,regional,tacna,TACNA -> region homologada tacna en cuadro cruzado antiguo,CONSTRUCCION,construccion,construccion,construccion -> construccion,0.0,0.0,0.0,3.0,749.0,8584.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,TACNA,tacna,tacna,regional,tacna,TACNA -> region homologada tacna en cuadro cruzado antiguo,"TRANSPORTE, ALMACENA. Y COMUNIC.",transporte,transporte,transporte/comunicaciones -> transporte,,10.0,80.0,3.0,749.0,8584.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,TACNA,tacna,tacna,regional,tacna,TACNA -> region homologada tacna en cuadro cruzado antiguo,"ACTIV. INMOB., EMPRESARIALES Y DE ALQUILER",inmobiliario,inmobiliario,actividades inmobiliarias/alquiler -> inmobiliario,0.0,0.0,0.0,3.0,749.0,8584.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,TACNA,tacna,tacna,regional,tacna,TACNA -> region homologada tacna en cuadro cruzado antiguo,ADMINISTRA. PUBLICA Y DEFENSA,administra_publica_y_defensa,administra_publica_y_defensa,sin traduccion adicional; se normaliza el texto,0.0,0.0,0.0,3.0,749.0,8584.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,TACNA,tacna,tacna,regional,tacna,TACNA -> region homologada tacna en cuadro cruzado antiguo,ENSEÑANZA,ensenanza,ensenanza,ensenanza -> ensenanza,0.0,0.0,0.0,3.0,749.0,8584.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,TACNA,tacna,tacna,regional,tacna,TACNA -> region homologada tacna en cuadro cruzado antiguo,SERVICIOS SOCIALES Y DE SALUD,salud_social,salud_social,servicios sociales y de salud -> salud_social,1.0,68.0,544.0,3.0,749.0,8584.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,TACNA,tacna,tacna,regional,tacna,TACNA -> region homologada tacna en cuadro cruzado antiguo,"OTRAS ACTIV. DE SERV.COMUNITARIOS, SOCIAL Y PERS.",otros_servicios,otros_servicios,otras actividades de servicios -> otros_servicios,0.0,0.0,0.0,3.0,749.0,8584.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ICA,ica,ica,regional,ica,ICA -> region homologada ica en cuadro cruzado antiguo,"AGRICULTURA, GANADERIA, CAZA Y SILV.",agricultura,agricultura,agricultura -> agricultura,0.0,0.0,0.0,7.0,2593.0,81368.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ICA,ica,ica,regional,ica,ICA -> region homologada ica en cuadro cruzado antiguo,EXPLOTACION DE MINAS Y CANTERAS,mineria,mineria,minas y canteras -> mineria,3.0,2012.0,74752.0,7.0,2593.0,81368.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ICA,ica,ica,regional,ica,ICA -> region homologada ica en cuadro cruzado antiguo,INDUSTRIA MANUFACTURERA,manufactura,manufactura,manufacturas -> manufactura,,68.0,848.0,7.0,2593.0,81368.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ICA,ica,ica,regional,ica,ICA -> region homologada ica en cuadro cruzado antiguo,"SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA",electricidad_agua,electricidad_agua,electricidad/gas/agua -> electricidad_agua,2.0,173.0,1384.0,7.0,2593.0,81368.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ICA,ica,ica,regional,ica,ICA -> region homologada ica en cuadro cruzado antiguo,CONSTRUCCION,construccion,construccion,construccion -> construccion,1.0,200.0,3200.0,7.0,2593.0,81368.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ICA,ica,ica,regional,ica,ICA -> region homologada ica en cuadro cruzado antiguo,"TRANSPORTE, ALMACENA. Y COMUNIC.",transporte,transporte,transporte/comunicaciones -> transporte,,8.0,128.0,7.0,2593.0,81368.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ICA,ica,ica,regional,ica,ICA -> region homologada ica en cuadro cruzado antiguo,"ACTIV. INMOB., EMPRESARIALES Y DE ALQUILER",inmobiliario,inmobiliario,actividades inmobiliarias/alquiler -> inmobiliario,1.0,130.0,1040.0,7.0,2593.0,81368.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ICA,ica,ica,regional,ica,ICA -> region homologada ica en cuadro cruzado antiguo,ADMINISTRA. PUBLICA Y DEFENSA,administra_publica_y_defensa,administra_publica_y_defensa,sin traduccion adicional; se normaliza el texto,0.0,0.0,0.0,7.0,2593.0,81368.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ICA,ica,ica,regional,ica,ICA -> region homologada ica en cuadro cruzado antiguo,ENSEÑANZA,ensenanza,ensenanza,ensenanza -> ensenanza,0.0,0.0,0.0,7.0,2593.0,81368.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ICA,ica,ica,regional,ica,ICA -> region homologada ica en cuadro cruzado antiguo,SERVICIOS SOCIALES Y DE SALUD,salud_social,salud_social,servicios sociales y de salud -> salud_social,,2.0,16.0,7.0,2593.0,81368.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,ICA,ica,ica,regional,ica,ICA -> region homologada ica en cuadro cruzado antiguo,"OTRAS ACTIV. DE SERV.COMUNITARIOS, SOCIAL Y PERS.",otros_servicios,otros_servicios,otras actividades de servicios -> otros_servicios,0.0,0.0,0.0,7.0,2593.0,81368.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,AYACUCHO,ayacucho,ayacucho,regional,ayacucho,AYACUCHO -> region homologada ayacucho en cuadro cruzado antiguo,"AGRICULTURA, GANADERIA, CAZA Y SILV.",agricultura,agricultura,agricultura -> agricultura,0.0,0.0,0.0,,5.0,40.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,AYACUCHO,ayacucho,ayacucho,regional,ayacucho,AYACUCHO -> region homologada ayacucho en cuadro cruzado antiguo,EXPLOTACION DE MINAS Y CANTERAS,mineria,mineria,minas y canteras -> mineria,0.0,0.0,0.0,,5.0,40.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,AYACUCHO,ayacucho,ayacucho,regional,ayacucho,AYACUCHO -> region homologada ayacucho en cuadro cruzado antiguo,INDUSTRIA MANUFACTURERA,manufactura,manufactura,manufacturas -> manufactura,0.0,0.0,0.0,,5.0,40.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,AYACUCHO,ayacucho,ayacucho,regional,ayacucho,AYACUCHO -> region homologada ayacucho en cuadro cruzado antiguo,"SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA",electricidad_agua,electricidad_agua,electricidad/gas/agua -> electricidad_agua,0.0,0.0,0.0,,5.0,40.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,AYACUCHO,ayacucho,ayacucho,regional,ayacucho,AYACUCHO -> region homologada ayacucho en cuadro cruzado antiguo,CONSTRUCCION,construccion,construccion,construccion -> construccion,0.0,0.0,0.0,,5.0,40.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,AYACUCHO,ayacucho,ayacucho,regional,ayacucho,AYACUCHO -> region homologada ayacucho en cuadro cruzado antiguo,"TRANSPORTE, ALMACENA. Y COMUNIC.",transporte,transporte,transporte/comunicaciones -> transporte,,1.0,8.0,,5.0,40.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,AYACUCHO,ayacucho,ayacucho,regional,ayacucho,AYACUCHO -> region homologada ayacucho en cuadro cruzado antiguo,"ACTIV. INMOB., EMPRESARIALES Y DE ALQUILER",inmobiliario,inmobiliario,actividades inmobiliarias/alquiler -> inmobiliario,0.0,0.0,0.0,,5.0,40.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,AYACUCHO,ayacucho,ayacucho,regional,ayacucho,AYACUCHO -> region homologada ayacucho en cuadro cruzado antiguo,ADMINISTRA. PUBLICA Y DEFENSA,administra_publica_y_defensa,administra_publica_y_defensa,sin traduccion adicional; se normaliza el texto,0.0,0.0,0.0,,5.0,40.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,AYACUCHO,ayacucho,ayacucho,regional,ayacucho,AYACUCHO -> region homologada ayacucho en cuadro cruzado antiguo,ENSEÑANZA,ensenanza,ensenanza,ensenanza -> ensenanza,0.0,0.0,0.0,,5.0,40.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,AYACUCHO,ayacucho,ayacucho,regional,ayacucho,AYACUCHO -> region homologada ayacucho en cuadro cruzado antiguo,SERVICIOS SOCIALES Y DE SALUD,salud_social,salud_social,servicios sociales y de salud -> salud_social,,4.0,32.0,,5.0,40.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,AYACUCHO,ayacucho,ayacucho,regional,ayacucho,AYACUCHO -> region homologada ayacucho en cuadro cruzado antiguo,"OTRAS ACTIV. DE SERV.COMUNITARIOS, SOCIAL Y PERS.",otros_servicios,otros_servicios,otras actividades de servicios -> otros_servicios,0.0,0.0,0.0,,5.0,40.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,HUANCAVELICA,huancavelica,huancavelica,regional,huancavelica,HUANCAVELICA -> region homologada huancavelica en cuadro cruzado antiguo,"AGRICULTURA, GANADERIA, CAZA Y SILV.",agricultura,agricultura,agricultura -> agricultura,0.0,0.0,0.0,,9.0,72.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,HUANCAVELICA,huancavelica,huancavelica,regional,huancavelica,HUANCAVELICA -> region homologada huancavelica en cuadro cruzado antiguo,EXPLOTACION DE MINAS Y CANTERAS,mineria,mineria,minas y canteras -> mineria,0.0,0.0,0.0,,9.0,72.0,Cuadro cruzado actividad x territorio disponible en C-11.
2004,C-11,HUANCAVELICA,huancavelica,huancavelica,regional,huancavelica,HUANCAVELICA -> region homologada huancavelica en cuadro cruzado antiguo,INDUSTRIA MANUFACTURERA,manufactura,manufactura,manufacturas -> manufactura,0.0,0.0,0.0,,9.0,72.0,Cuadro cruzado actividad x territorio disponible en C-11.
