anio,hoja_excel,territorio_original,territorio_homologado_agregado,nivel_territorial,metrica,total_extraido,total_fuente,diferencia,estado
2010,C-11,TALARA,talara,zona,trabajadores_comprendidos,1515.0,1515.0,0.0,ok
2010,C-11,TALARA,talara,zona,horas_hombre_perdidas,180304.0,180304.0,0.0,ok
2010,C-11,TARAPOTO,tarapoto,zona,huelgas,1.0,1.0,0.0,ok
2010,C-11,TARAPOTO,tarapoto,zona,trabajadores_comprendidos,98.0,98.0,0.0,ok
2010,C-11,TARAPOTO,tarapoto,zona,horas_hombre_perdidas,14344.0,14344.0,0.0,ok
2010,C-11,TRUJILLO,trujillo,zona,huelgas,2.0,2.0,0.0,ok
2010,C-11,TRUJILLO,trujillo,zona,trabajadores_comprendidos,1655.0,1655.0,0.0,ok
2010,C-11,TRUJILLO,trujillo,zona,horas_hombre_perdidas,179872.0,179872.0,0.0,ok
2010,C-11,TUMBES,tumbes,regional,huelgas,83.0,83.0,0.0,ok
2010,C-11,TUMBES,tumbes,regional,trabajadores_comprendidos,30606.0,30606.0,0.0,ok
2010,C-11,TUMBES,tumbes,regional,horas_hombre_perdidas,1279380.0,1279380.0,0.0,ok
2011,C-11,ANCASH - CHIMBOTE,ancash_chimbote,zona,huelgas,6.0,6.0,0.0,ok
2011,C-11,ANCASH - CHIMBOTE,ancash_chimbote,zona,trabajadores_comprendidos,1139.0,1139.0,0.0,ok
2011,C-11,ANCASH - CHIMBOTE,ancash_chimbote,zona,horas_hombre_perdidas,67880.0,67880.0,0.0,ok
2011,C-11,AREQUIPA - AREQUIPA,arequipa_arequipa,zona,huelgas,11.0,11.0,0.0,ok
2011,C-11,AREQUIPA - AREQUIPA,arequipa_arequipa,zona,trabajadores_comprendidos,3944.0,3944.0,0.0,ok
2011,C-11,AREQUIPA - AREQUIPA,arequipa_arequipa,zona,horas_hombre_perdidas,416680.0,416680.0,0.0,ok
2011,C-11,CAMANÁ,camana,zona,huelgas,1.0,1.0,0.0,ok
2011,C-11,CAMANÁ,camana,zona,trabajadores_comprendidos,330.0,330.0,0.0,ok
2011,C-11,CAMANÁ,camana,zona,horas_hombre_perdidas,10560.0,10560.0,0.0,ok
2011,C-11,CALLAO - CALLAO,callao_callao,zona,huelgas,5.0,5.0,0.0,ok
2011,C-11,CALLAO - CALLAO,callao_callao,zona,trabajadores_comprendidos,573.0,573.0,0.0,ok
2011,C-11,CALLAO - CALLAO,callao_callao,zona,horas_hombre_perdidas,19080.0,19080.0,0.0,ok
2011,C-11,CUSCO - CUSCO,cusco_cusco,zona,huelgas,0.0,0.0,0.0,ok
2011,C-11,CUSCO - CUSCO,cusco_cusco,zona,trabajadores_comprendidos,127.0,127.0,0.0,ok
2011,C-11,CUSCO - CUSCO,cusco_cusco,zona,horas_hombre_perdidas,10008.0,10008.0,0.0,ok
2011,C-11,SICUANI,sicuani,zona,huelgas,1.0,1.0,0.0,ok
2011,C-11,SICUANI,sicuani,zona,trabajadores_comprendidos,1652.0,1652.0,0.0,ok
2011,C-11,SICUANI,sicuani,zona,horas_hombre_perdidas,13216.0,13216.0,0.0,ok
2011,C-11,HUANCAVELICA - HUANCAVELICA,huancavelica_huancavelica,zona,huelgas,1.0,1.0,0.0,ok
2011,C-11,HUANCAVELICA - HUANCAVELICA,huancavelica_huancavelica,zona,trabajadores_comprendidos,350.0,350.0,0.0,ok
2011,C-11,HUANCAVELICA - HUANCAVELICA,huancavelica_huancavelica,zona,horas_hombre_perdidas,8400.0,8400.0,0.0,ok
2011,C-11,ICA - ICA,ica_ica,zona,huelgas,1.0,1.0,0.0,ok
2011,C-11,ICA - ICA,ica_ica,zona,trabajadores_comprendidos,1127.0,1127.0,0.0,ok
2011,C-11,ICA - ICA,ica_ica,zona,horas_hombre_perdidas,198352.0,198352.0,0.0,ok
2011,C-11,PISCO,pisco,zona,huelgas,1.0,1.0,0.0,ok
2011,C-11,PISCO,pisco,zona,trabajadores_comprendidos,179.0,179.0,0.0,ok
2011,C-11,PISCO,pisco,zona,horas_hombre_perdidas,25776.0,25776.0,0.0,ok
2011,C-11,JUNÍN - HUANCAYO,junin_huancayo,zona,huelgas,0.0,0.0,0.0,ok
2011,C-11,JUNÍN - HUANCAYO,junin_huancayo,zona,trabajadores_comprendidos,30.0,30.0,0.0,ok
2011,C-11,JUNÍN - HUANCAYO,junin_huancayo,zona,horas_hombre_perdidas,1264.0,1264.0,0.0,ok
2011,C-11,LA OROYA,la_oroya,zona,huelgas,7.0,7.0,0.0,ok
2011,C-11,LA OROYA,la_oroya,zona,trabajadores_comprendidos,2128.0,2128.0,0.0,ok
2011,C-11,LA OROYA,la_oroya,zona,horas_hombre_perdidas,23376.0,23376.0,0.0,ok
2011,C-11,SAN RAMÓN,san_ramon,zona,huelgas,1.0,1.0,0.0,ok
2011,C-11,SAN RAMÓN,san_ramon,zona,trabajadores_comprendidos,250.0,250.0,0.0,ok
2011,C-11,SAN RAMÓN,san_ramon,zona,horas_hombre_perdidas,22000.0,22000.0,0.0,ok
2011,C-11,16.0,16_0,zona,huelgas,0.0,,,sin_total
2011,C-11,16.0,16_0,zona,trabajadores_comprendidos,0.0,,,sin_total
2011,C-11,16.0,16_0,zona,horas_hombre_perdidas,0.0,,,sin_total
2011,C-11,LA LIBERTAD - TRUJILLO,la_libertad_trujillo,zona,huelgas,0.0,0.0,0.0,ok
2011,C-11,LA LIBERTAD - TRUJILLO,la_libertad_trujillo,zona,trabajadores_comprendidos,131.0,131.0,0.0,ok
2011,C-11,LA LIBERTAD - TRUJILLO,la_libertad_trujillo,zona,horas_hombre_perdidas,9976.0,9976.0,0.0,ok
2011,C-11,SAN PEDRO DE LLOC,san_pedro_de_lloc,zona,huelgas,1.0,1.0,0.0,ok
2011,C-11,SAN PEDRO DE LLOC,san_pedro_de_lloc,zona,trabajadores_comprendidos,78.0,78.0,0.0,ok
2011,C-11,SAN PEDRO DE LLOC,san_pedro_de_lloc,zona,horas_hombre_perdidas,624.0,624.0,0.0,ok
2011,C-11,LAMBAYEQUE - CHICLAYO,lambayeque_chiclayo,zona,huelgas,3.0,3.0,0.0,ok
2011,C-11,LAMBAYEQUE - CHICLAYO,lambayeque_chiclayo,zona,trabajadores_comprendidos,447.0,447.0,0.0,ok
2011,C-11,LAMBAYEQUE - CHICLAYO,lambayeque_chiclayo,zona,horas_hombre_perdidas,15736.0,15736.0,0.0,ok
2011,C-11,LIMA METROPOLITANA - LIMA METROPOLITANA,lima_metropolitana_lima_metropolitana,zona,huelgas,27.0,27.0,0.0,ok
2011,C-11,LIMA METROPOLITANA - LIMA METROPOLITANA,lima_metropolitana_lima_metropolitana,zona,trabajadores_comprendidos,9020.0,9020.0,0.0,ok
2011,C-11,LIMA METROPOLITANA - LIMA METROPOLITANA,lima_metropolitana_lima_metropolitana,zona,horas_hombre_perdidas,543184.0,543184.0,0.0,ok
2011,C-11,LIMA - HUACHO,lima_huacho,zona,huelgas,5.0,6.0,-1.0,revisar
2011,C-11,LIMA - HUACHO,lima_huacho,zona,trabajadores_comprendidos,2886.0,2916.0,-30.0,revisar
2011,C-11,LIMA - HUACHO,lima_huacho,zona,horas_hombre_perdidas,312000.0,312240.0,-240.0,revisar
2011,C-11,CAÑETE,canete,zona,huelgas,0.0,0.0,0.0,ok
2011,C-11,CAÑETE,canete,zona,trabajadores_comprendidos,4.0,4.0,0.0,ok
2011,C-11,CAÑETE,canete,zona,horas_hombre_perdidas,288.0,288.0,0.0,ok
2011,C-11,PASCO - CERRO DE PASCO,pasco_cerro_de_pasco,zona,huelgas,7.0,7.0,0.0,ok
2011,C-11,PASCO - CERRO DE PASCO,pasco_cerro_de_pasco,zona,trabajadores_comprendidos,1104.0,1104.0,0.0,ok
2011,C-11,PASCO - CERRO DE PASCO,pasco_cerro_de_pasco,zona,horas_hombre_perdidas,44168.0,44168.0,0.0,ok
2011,C-11,PIURA - PIURA,piura_piura,zona,huelgas,1.0,1.0,0.0,ok
2011,C-11,PIURA - PIURA,piura_piura,zona,trabajadores_comprendidos,290.0,290.0,0.0,ok
2011,C-11,PIURA - PIURA,piura_piura,zona,horas_hombre_perdidas,2320.0,2320.0,0.0,ok
2011,C-11,SULLANA,sullana,zona,huelgas,2.0,2.0,0.0,ok
2011,C-11,SULLANA,sullana,zona,trabajadores_comprendidos,709.0,709.0,0.0,ok
2011,C-11,SULLANA,sullana,zona,horas_hombre_perdidas,44008.0,44008.0,0.0,ok
2011,C-11,TALARA,talara,zona,huelgas,1.0,1.0,0.0,ok
2011,C-11,TALARA,talara,zona,trabajadores_comprendidos,149.0,149.0,0.0,ok
2011,C-11,TALARA,talara,zona,horas_hombre_perdidas,8344.0,8344.0,0.0,ok
2011,C-11,SAN MARTÍN - TARAPOTO,san_martin_tarapoto,zona,huelgas,1.0,1.0,0.0,ok
2011,C-11,SAN MARTÍN - TARAPOTO,san_martin_tarapoto,zona,trabajadores_comprendidos,85.0,85.0,0.0,ok
2011,C-11,SAN MARTÍN - TARAPOTO,san_martin_tarapoto,zona,horas_hombre_perdidas,1360.0,1360.0,0.0,ok
2011,C-11,TACNA - TACNA,tacna_tacna,zona,huelgas,0.0,0.0,0.0,ok
2011,C-11,TACNA - TACNA,tacna_tacna,zona,trabajadores_comprendidos,3.0,3.0,0.0,ok
2011,C-11,TACNA - TACNA,tacna_tacna,zona,horas_hombre_perdidas,216.0,216.0,0.0,ok
2011,C-11,UCAYALI - PUCALLPA,ucayali_pucallpa,zona,huelgas,83.0,84.0,-1.0,revisar
2011,C-11,UCAYALI - PUCALLPA,ucayali_pucallpa,zona,trabajadores_comprendidos,26740.0,26770.0,-30.0,revisar
2011,C-11,UCAYALI - PUCALLPA,ucayali_pucallpa,zona,horas_hombre_perdidas,1799176.0,1799416.0,-240.0,revisar
2012,C-11,CHACHAPOYAS,chachapoyas,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,CHACHAPOYAS,chachapoyas,zona,trabajadores_comprendidos,16.0,16.0,0.0,ok
2012,C-11,CHACHAPOYAS,chachapoyas,zona,horas_hombre_perdidas,256.0,256.0,0.0,ok
2012,C-11,CHIMBOTE,chimbote,zona,huelgas,3.0,4.0,-1.0,revisar
2012,C-11,CHIMBOTE,chimbote,zona,trabajadores_comprendidos,706.0,819.0,-113.0,revisar
2012,C-11,CHIMBOTE,chimbote,zona,horas_hombre_perdidas,35796.0,36700.0,-904.0,revisar
2012,C-11,HUARAZ,huaraz,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,HUARAZ,huaraz,zona,trabajadores_comprendidos,50.0,50.0,0.0,ok
2012,C-11,HUARAZ,huaraz,zona,horas_hombre_perdidas,3926.0,3926.0,0.0,ok
2012,C-11,ABANCAY,abancay,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,ABANCAY,abancay,zona,trabajadores_comprendidos,59.0,59.0,0.0,ok
2012,C-11,ABANCAY,abancay,zona,horas_hombre_perdidas,6950.0,6950.0,0.0,ok
2012,C-11,CHANKA - ANDAHUAYLAS,chanka_andahuaylas,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,CHANKA - ANDAHUAYLAS,chanka_andahuaylas,zona,trabajadores_comprendidos,21.0,21.0,0.0,ok
2012,C-11,CHANKA - ANDAHUAYLAS,chanka_andahuaylas,zona,horas_hombre_perdidas,2160.0,2160.0,0.0,ok
2012,C-11,AREQUIPA,arequipa,regional,huelgas,11.0,11.0,0.0,ok
2012,C-11,AREQUIPA,arequipa,regional,trabajadores_comprendidos,2386.0,2386.0,0.0,ok
2012,C-11,AREQUIPA,arequipa,regional,horas_hombre_perdidas,206160.0,206160.0,0.0,ok
2012,C-11,CAMANÁ,camana,zona,huelgas,2.0,2.0,0.0,ok
2012,C-11,CAMANÁ,camana,zona,trabajadores_comprendidos,446.0,446.0,0.0,ok
2012,C-11,CAMANÁ,camana,zona,horas_hombre_perdidas,15344.0,15344.0,0.0,ok
2012,C-11,MOLLENDO,mollendo,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,MOLLENDO,mollendo,zona,trabajadores_comprendidos,33.0,33.0,0.0,ok
2012,C-11,MOLLENDO,mollendo,zona,horas_hombre_perdidas,528.0,528.0,0.0,ok
2012,C-11,AYACUCHO,ayacucho,regional,huelgas,0.0,0.0,0.0,ok
2012,C-11,AYACUCHO,ayacucho,regional,trabajadores_comprendidos,77.0,77.0,0.0,ok
2012,C-11,AYACUCHO,ayacucho,regional,horas_hombre_perdidas,1096.0,1096.0,0.0,ok
2012,C-11,CAJAMARCA,cajamarca,regional,huelgas,0.0,0.0,0.0,ok
2012,C-11,CAJAMARCA,cajamarca,regional,trabajadores_comprendidos,19.0,19.0,0.0,ok
2012,C-11,CAJAMARCA,cajamarca,regional,horas_hombre_perdidas,1772.0,1772.0,0.0,ok
2012,C-11,CALLAO,callao,regional,huelgas,0.0,0.0,0.0,ok
2012,C-11,CALLAO,callao,regional,trabajadores_comprendidos,0.0,,,sin_total
2012,C-11,CALLAO,callao,regional,horas_hombre_perdidas,35938.0,35938.0,0.0,ok
2012,C-11,CUSCO,cusco,regional,huelgas,0.0,0.0,0.0,ok
2012,C-11,CUSCO,cusco,regional,trabajadores_comprendidos,643.0,643.0,0.0,ok
2012,C-11,CUSCO,cusco,regional,horas_hombre_perdidas,25132.0,25132.0,0.0,ok
2012,C-11,QUILLABAMBA,quillabamba,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,QUILLABAMBA,quillabamba,zona,trabajadores_comprendidos,6.0,6.0,0.0,ok
2012,C-11,QUILLABAMBA,quillabamba,zona,horas_hombre_perdidas,1044.0,1044.0,0.0,ok
2012,C-11,SICUANI,sicuani,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,SICUANI,sicuani,zona,trabajadores_comprendidos,7.0,7.0,0.0,ok
2012,C-11,SICUANI,sicuani,zona,horas_hombre_perdidas,104.0,104.0,0.0,ok
2012,C-11,HUANCAVELICA,huancavelica,regional,huelgas,1.0,1.0,0.0,ok
2012,C-11,HUANCAVELICA,huancavelica,regional,trabajadores_comprendidos,627.0,627.0,0.0,ok
2012,C-11,HUANCAVELICA,huancavelica,regional,horas_hombre_perdidas,21058.0,21058.0,0.0,ok
2012,C-11,HUÁNUCO,huanuco,regional,huelgas,0.0,0.0,0.0,ok
2012,C-11,HUÁNUCO,huanuco,regional,trabajadores_comprendidos,35.0,35.0,0.0,ok
2012,C-11,HUÁNUCO,huanuco,regional,horas_hombre_perdidas,5360.0,5360.0,0.0,ok
2012,C-11,ICA,ica,regional,huelgas,2.0,2.0,0.0,ok
2012,C-11,ICA,ica,regional,trabajadores_comprendidos,1738.0,1738.0,0.0,ok
2012,C-11,ICA,ica,regional,horas_hombre_perdidas,300416.0,300416.0,0.0,ok
2012,C-11,CHINCHA,chincha,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,CHINCHA,chincha,zona,trabajadores_comprendidos,48.0,48.0,0.0,ok
2012,C-11,CHINCHA,chincha,zona,horas_hombre_perdidas,8352.0,8352.0,0.0,ok
2012,C-11,PISCO,pisco,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,PISCO,pisco,zona,trabajadores_comprendidos,5.0,5.0,0.0,ok
2012,C-11,PISCO,pisco,zona,horas_hombre_perdidas,870.0,870.0,0.0,ok
2012,C-11,HUANCAYO,huancayo,zona,huelgas,1.0,1.0,0.0,ok
2012,C-11,HUANCAYO,huancayo,zona,trabajadores_comprendidos,127.0,127.0,0.0,ok
2012,C-11,HUANCAYO,huancayo,zona,horas_hombre_perdidas,9188.0,9188.0,0.0,ok
2012,C-11,LA OROYA,la_oroya,zona,huelgas,9.0,9.0,0.0,ok
2012,C-11,LA OROYA,la_oroya,zona,trabajadores_comprendidos,2928.0,2928.0,0.0,ok
2012,C-11,LA OROYA,la_oroya,zona,horas_hombre_perdidas,35122.0,35122.0,0.0,ok
2012,C-11,SAN RAMÓN,san_ramon,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,SAN RAMÓN,san_ramon,zona,trabajadores_comprendidos,0.0,,,sin_total
2012,C-11,SAN RAMÓN,san_ramon,zona,horas_hombre_perdidas,56.0,56.0,0.0,ok
2012,C-11,SATIPO,satipo,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,SATIPO,satipo,zona,trabajadores_comprendidos,4.0,4.0,0.0,ok
2012,C-11,SATIPO,satipo,zona,horas_hombre_perdidas,32.0,32.0,0.0,ok
2012,C-11,TARMA,tarma,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,TARMA,tarma,zona,trabajadores_comprendidos,2.0,2.0,0.0,ok
2012,C-11,TARMA,tarma,zona,horas_hombre_perdidas,112.0,112.0,0.0,ok
2012,C-11,TRUJILLO,trujillo,zona,huelgas,5.0,5.0,0.0,ok
2012,C-11,TRUJILLO,trujillo,zona,trabajadores_comprendidos,2705.0,2705.0,0.0,ok
2012,C-11,TRUJILLO,trujillo,zona,horas_hombre_perdidas,84342.0,84342.0,0.0,ok
2012,C-11,HUAMACHUCO,huamachuco,zona,huelgas,1.0,1.0,0.0,ok
2012,C-11,HUAMACHUCO,huamachuco,zona,trabajadores_comprendidos,200.0,200.0,0.0,ok
2012,C-11,HUAMACHUCO,huamachuco,zona,horas_hombre_perdidas,4800.0,4800.0,0.0,ok
2012,C-11,CHICLAYO,chiclayo,zona,huelgas,4.0,4.0,0.0,ok
2012,C-11,CHICLAYO,chiclayo,zona,trabajadores_comprendidos,721.0,721.0,0.0,ok
2012,C-11,CHICLAYO,chiclayo,zona,horas_hombre_perdidas,43984.0,43984.0,0.0,ok
2012,C-11,LIMA METROPOLITANA,lima_metropolitana,regional,huelgas,30.0,30.0,0.0,ok
2012,C-11,LIMA METROPOLITANA,lima_metropolitana,regional,trabajadores_comprendidos,5964.0,5964.0,0.0,ok
2012,C-11,LIMA METROPOLITANA,lima_metropolitana,regional,horas_hombre_perdidas,304258.0,304258.0,0.0,ok
2012,C-11,HUACHO,huacho,zona,huelgas,4.0,4.0,0.0,ok
2012,C-11,HUACHO,huacho,zona,trabajadores_comprendidos,1936.0,1936.0,0.0,ok
2012,C-11,HUACHO,huacho,zona,horas_hombre_perdidas,202100.0,202100.0,0.0,ok
2012,C-11,CAÑETE,canete,zona,huelgas,3.0,3.0,0.0,ok
2012,C-11,CAÑETE,canete,zona,trabajadores_comprendidos,121.0,121.0,0.0,ok
2012,C-11,CAÑETE,canete,zona,horas_hombre_perdidas,968.0,968.0,0.0,ok
2012,C-11,IQUITOS,iquitos,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,IQUITOS,iquitos,zona,trabajadores_comprendidos,49.0,49.0,0.0,ok
2012,C-11,IQUITOS,iquitos,zona,horas_hombre_perdidas,792.0,792.0,0.0,ok
2012,C-11,YURIMAGUAS,yurimaguas,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,YURIMAGUAS,yurimaguas,zona,trabajadores_comprendidos,12.0,12.0,0.0,ok
2012,C-11,YURIMAGUAS,yurimaguas,zona,horas_hombre_perdidas,192.0,192.0,0.0,ok
2012,C-11,PUERTO MALDONADO,puerto_maldonado,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,PUERTO MALDONADO,puerto_maldonado,zona,trabajadores_comprendidos,0.0,,,sin_total
2012,C-11,PUERTO MALDONADO,puerto_maldonado,zona,horas_hombre_perdidas,1538.0,1538.0,0.0,ok
2012,C-11,MOQUEGUA,moquegua,regional,huelgas,3.0,3.0,0.0,ok
2012,C-11,MOQUEGUA,moquegua,regional,trabajadores_comprendidos,341.0,341.0,0.0,ok
2012,C-11,MOQUEGUA,moquegua,regional,horas_hombre_perdidas,5592.0,5592.0,0.0,ok
2012,C-11,CERRO DE PASCO,cerro_de_pasco,zona,huelgas,8.0,8.0,0.0,ok
2012,C-11,CERRO DE PASCO,cerro_de_pasco,zona,trabajadores_comprendidos,1726.0,1726.0,0.0,ok
2012,C-11,CERRO DE PASCO,cerro_de_pasco,zona,horas_hombre_perdidas,433804.0,433804.0,0.0,ok
2012,C-11,PIURA,piura,regional,huelgas,0.0,0.0,0.0,ok
2012,C-11,PIURA,piura,regional,trabajadores_comprendidos,90.0,90.0,0.0,ok
2012,C-11,PIURA,piura,regional,horas_hombre_perdidas,14850.0,14850.0,0.0,ok
2012,C-11,PAITA,paita,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,PAITA,paita,zona,trabajadores_comprendidos,25.0,25.0,0.0,ok
2012,C-11,PAITA,paita,zona,horas_hombre_perdidas,2524.0,2524.0,0.0,ok
2012,C-11,SULLANA,sullana,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,SULLANA,sullana,zona,trabajadores_comprendidos,37.0,37.0,0.0,ok
2012,C-11,SULLANA,sullana,zona,horas_hombre_perdidas,1698.0,1698.0,0.0,ok
2012,C-11,TALARA,talara,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,TALARA,talara,zona,trabajadores_comprendidos,30.0,30.0,0.0,ok
2012,C-11,TALARA,talara,zona,horas_hombre_perdidas,480.0,480.0,0.0,ok
2012,C-11,PUNO,puno,regional,huelgas,0.0,0.0,0.0,ok
2012,C-11,PUNO,puno,regional,trabajadores_comprendidos,125.0,125.0,0.0,ok
2012,C-11,PUNO,puno,regional,horas_hombre_perdidas,11758.0,11758.0,0.0,ok
2012,C-11,JULIACA,juliaca,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,JULIACA,juliaca,zona,trabajadores_comprendidos,1.0,1.0,0.0,ok
2012,C-11,JULIACA,juliaca,zona,horas_hombre_perdidas,56.0,56.0,0.0,ok
2012,C-11,MOYOBAMBA,moyobamba,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,MOYOBAMBA,moyobamba,zona,trabajadores_comprendidos,221.0,221.0,0.0,ok
2012,C-11,MOYOBAMBA,moyobamba,zona,horas_hombre_perdidas,9568.0,9568.0,0.0,ok
2012,C-11,JUANJUÍ,juanjui,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,JUANJUÍ,juanjui,zona,trabajadores_comprendidos,15.0,15.0,0.0,ok
2012,C-11,JUANJUÍ,juanjui,zona,horas_hombre_perdidas,120.0,120.0,0.0,ok
2012,C-11,RIOJA,rioja,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,RIOJA,rioja,zona,trabajadores_comprendidos,0.0,,,sin_total
2012,C-11,RIOJA,rioja,zona,horas_hombre_perdidas,96.0,96.0,0.0,ok
2012,C-11,TARAPOTO,tarapoto,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,TARAPOTO,tarapoto,zona,trabajadores_comprendidos,111.0,111.0,0.0,ok
2012,C-11,TARAPOTO,tarapoto,zona,horas_hombre_perdidas,2168.0,2168.0,0.0,ok
2012,C-11,TOCACHE,tocache,zona,huelgas,0.0,0.0,0.0,ok
2012,C-11,TOCACHE,tocache,zona,trabajadores_comprendidos,10.0,10.0,0.0,ok
2012,C-11,TOCACHE,tocache,zona,horas_hombre_perdidas,80.0,80.0,0.0,ok
2012,C-11,TACNA,tacna,regional,huelgas,1.0,1.0,0.0,ok
2012,C-11,TACNA,tacna,regional,trabajadores_comprendidos,686.0,686.0,0.0,ok
2012,C-11,TACNA,tacna,regional,horas_hombre_perdidas,16874.0,16874.0,0.0,ok
2012,C-11,TUMBES,tumbes,regional,huelgas,0.0,0.0,0.0,ok
2012,C-11,TUMBES,tumbes,regional,trabajadores_comprendidos,122.0,122.0,0.0,ok
2012,C-11,TUMBES,tumbes,regional,horas_hombre_perdidas,8276.0,8276.0,0.0,ok
2012,C-11,PUCALLPA,pucallpa,zona,huelgas,88.0,89.0,-1.0,revisar
2012,C-11,PUCALLPA,pucallpa,zona,trabajadores_comprendidos,25732.0,25845.0,-113.0,revisar
2012,C-11,PUCALLPA,pucallpa,zona,horas_hombre_perdidas,1877792.0,1878696.0,-904.0,revisar
2012,C-11,"* : LA HUELGA FUE REGISTRADA EN LIMA METROPOLITANA (SINDICATO NACIONAL DE MÉDICOS DE ESSALUD, FEDERACIÓN NACIONAL DE TRABJADORES DEL MINISTERIO PÚBLICO, SINDICATO NACIONAL DE ENFERMERAS DE ESSALUD, SINDICATO NACIONAL DE TRABAJADORES DE SERVICIOS POSTALES DEL PERÚ S.A. (SERPOST))",la_huelga_fue_registrada_en_lima_metropolitana_sindicato_nacional_de_medicos_de_essalud_federacion_nacional_de_trabjadores_del_ministerio_publico_sindicato_nacional_de_enfermeras_de_essalud_sindicato_nacional_de_trabajadores_de_servicios_postales_del_peru_s_a_serpost,zona,huelgas,0.0,,,sin_total
2012,C-11,"* : LA HUELGA FUE REGISTRADA EN LIMA METROPOLITANA (SINDICATO NACIONAL DE MÉDICOS DE ESSALUD, FEDERACIÓN NACIONAL DE TRABJADORES DEL MINISTERIO PÚBLICO, SINDICATO NACIONAL DE ENFERMERAS DE ESSALUD, SINDICATO NACIONAL DE TRABAJADORES DE SERVICIOS POSTALES DEL PERÚ S.A. (SERPOST))",la_huelga_fue_registrada_en_lima_metropolitana_sindicato_nacional_de_medicos_de_essalud_federacion_nacional_de_trabjadores_del_ministerio_publico_sindicato_nacional_de_enfermeras_de_essalud_sindicato_nacional_de_trabajadores_de_servicios_postales_del_peru_s_a_serpost,zona,trabajadores_comprendidos,0.0,,,sin_total
2012,C-11,"* : LA HUELGA FUE REGISTRADA EN LIMA METROPOLITANA (SINDICATO NACIONAL DE MÉDICOS DE ESSALUD, FEDERACIÓN NACIONAL DE TRABJADORES DEL MINISTERIO PÚBLICO, SINDICATO NACIONAL DE ENFERMERAS DE ESSALUD, SINDICATO NACIONAL DE TRABAJADORES DE SERVICIOS POSTALES DEL PERÚ S.A. (SERPOST))",la_huelga_fue_registrada_en_lima_metropolitana_sindicato_nacional_de_medicos_de_essalud_federacion_nacional_de_trabjadores_del_ministerio_publico_sindicato_nacional_de_enfermeras_de_essalud_sindicato_nacional_de_trabajadores_de_servicios_postales_del_peru_s_a_serpost,zona,horas_hombre_perdidas,0.0,,,sin_total
2013,C-11,CHACHAPOYAS,chachapoyas,zona,huelgas,0.0,0.0,0.0,ok
2013,C-11,CHACHAPOYAS,chachapoyas,zona,trabajadores_comprendidos,14.0,14.0,0.0,ok
2013,C-11,CHACHAPOYAS,chachapoyas,zona,horas_hombre_perdidas,1596.0,1596.0,0.0,ok
2013,C-11,CHIMBOTE,chimbote,zona,huelgas,2.0,2.0,0.0,ok
2013,C-11,CHIMBOTE,chimbote,zona,trabajadores_comprendidos,293.0,293.0,0.0,ok
2013,C-11,CHIMBOTE,chimbote,zona,horas_hombre_perdidas,13902.0,13902.0,0.0,ok
2013,C-11,ABANCAY,abancay,zona,huelgas,0.0,0.0,0.0,ok
2013,C-11,ABANCAY,abancay,zona,trabajadores_comprendidos,24.0,24.0,0.0,ok
2013,C-11,ABANCAY,abancay,zona,horas_hombre_perdidas,1480.0,1480.0,0.0,ok
2013,C-11,CHANKA - ANDAHUAYLAS,chanka_andahuaylas,zona,huelgas,0.0,0.0,0.0,ok
2013,C-11,CHANKA - ANDAHUAYLAS,chanka_andahuaylas,zona,trabajadores_comprendidos,1.0,1.0,0.0,ok
2013,C-11,CHANKA - ANDAHUAYLAS,chanka_andahuaylas,zona,horas_hombre_perdidas,24.0,24.0,0.0,ok
2013,C-11,AREQUIPA,arequipa,regional,huelgas,12.0,12.0,0.0,ok
2013,C-11,AREQUIPA,arequipa,regional,trabajadores_comprendidos,1918.0,1918.0,0.0,ok
2013,C-11,AREQUIPA,arequipa,regional,horas_hombre_perdidas,221718.0,221718.0,0.0,ok
2013,C-11,CAMANÁ,camana,zona,huelgas,1.0,1.0,0.0,ok
2013,C-11,CAMANÁ,camana,zona,trabajadores_comprendidos,347.0,347.0,0.0,ok
